words,PERSON,NORP,FACILITY,ORGANIZATION,GPE,LOCATION,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,MEASUREMENT,ORDINAL,CARDINAL,MISC,PUNC,O
رقم خورد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ح,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
الیور,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
همکا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همیشه,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
مرد مذاکره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بودیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
نوشیدن جام زهر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
سابقه,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
دیرینه ای,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
دارد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
حکم میکنه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مجموعه ای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
چنین,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اظهارنظرهای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ساده لوحانه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
عراقچی,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ولش کن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اینا,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
جدی نگیر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
خامنه‌ای,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
نبودن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
میگفتن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
پاره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
میکنیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
رای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
نمیسوزیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
۴ برابر,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شدن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ارز,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
یه سال,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
میسوزیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
به باد دادن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
هسته ای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
در قبال هیچ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
جناب ضرغامی,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
خودتان,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
استاد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
سانسور,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
فیلترینگ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
هستید,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
رفتار,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ناراحت شدید,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
بدِ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
رییس جمهورای,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بعد انقلابه,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
بد و بدتر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
باتوجه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آپشن هایی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ک,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
داره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اولا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
مردم رای دهنده بهش,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
زبان وارونه گویی آخوندی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
آخرین,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
اظهاراتش,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
گفته است,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
نظام,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
آماده,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آمریکاست,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مذا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
روحانی هیئت,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
پرسیدم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آیا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
شرکت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
راهپیمایی ها,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
برعلیه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اجر اخروی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
پاسخ داد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
چندی پیش,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
یکی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
علمای بزرگ شیعه,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
۵ تن ماهی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
۲ توپ بازی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
۱ چای صافی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
۹۰ هزار تومن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
شماره عمه روحانی و کسی نداره,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
خرداد,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
غریبی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
پیروزی روحانی,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
والیبال,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
یادمه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اتفاقای,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
خوبی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
افتاده بود,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
شیخ حسن,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
گفت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
در صورت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
برداشتن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
فشارها,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
عذرخواهی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
کارهای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
غلط,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
احترام متقابل,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
امکان پذیر است,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آمری,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
سخنرانی های,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
خمینی,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
پخش نمیکنند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
تعفن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بعضی از این روحانیون,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
عذاب,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بنده,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
میگویم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همه ی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
بله,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
لطفا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
یادشون بمونه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دوران,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
همون,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اتفاق افتاد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
گازانبری کردن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
دانشجوها,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
گیر میداد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
..............,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
خواهر,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
عزیز,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
دردمندم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
مگر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
زنگنه,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
جان,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
پس,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
فروش نفت,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
صفر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
نميرسد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
پُزنميدى,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
خداروشکر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
به لطف,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
سایه جنگ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
سر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
برداشته شد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
عقیده,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همینکه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ایشون,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
برتن دارند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
گناهه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
واقع,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دلش به اینا هنوز خوشه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
شش سال,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
آخوند های مفتخور,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
شیاد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
اشتباه گرفتید,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
صادق,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
کیست,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مبتکر,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
لقب,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
امام,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
دجال,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
حجاب اجباری,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
کشور,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
طرح,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اعدام,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مخالفان,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
نمایش جمعه,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
سال۵۹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
